Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,Positive_Review_Label,Negative_Review_Label
1 Station Rd 4570 Gympie Australia,2024-09-18,5.6,Railway Hotel,Australia,cleaning  shared bathrooms were not cleaned daily wet towels sat in a basket the whole time shower floor had puddles of water toilet floor was also not clean,staff were amazing very helpful when a problem arose,7,"['Leisure trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2025-03-27,5.6,Railway Hotel,Australia,only thing worse than a room here would be to sleep on the streets ventilation was a big metal fan plugged into the only power point shared bathrooms had dirty wet towels lying on the floor i booked for 2 nights but left after the first,location,1,"['Leisure trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2025-03-22,5.6,Railway Hotel,Australia,nothing,everything,10,"['Leisure trip', 'Couple', 'Double Room with Shared Bathroom', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-12-29,5.6,Railway Hotel,Australia,limited beer choices food very ordinary too expensive for what you got no fly screens on windows,the staff were lovely,2,"['Leisure trip', 'Couple', 'Double Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-12-26,5.6,Railway Hotel,Australia,nothing negative about this property or the people booking in our employed by it,staff where considerate relaxed and offerd a great dinner menu my brains a little funny so i cant remember everything but the staff and locals with this hotel make the price a bargain,10,"['Leisure trip', 'Couple', 'Double Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-11-09,5.6,Railway Hotel,Australia,the only downside is the room had no fan or aircon,i was made to feel welcome the staff are exceptionally welcoming,10,"['Business trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,1
1 Station Rd 4570 Gympie Australia,2024-10-27,5.6,Railway Hotel,Australia,room was just a room no tv aircon windows opened onto a common verandah so couldnt keep those open at night as no security shared bathroom  toilets out on back veranda of hotel,lovely  clean staff were lovely,4,"['Leisure trip', 'Solo traveler', 'Double Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-09-28,5.6,Railway Hotel,Australia,apart from staff everything else poor location busy road lots of traffic hotel approx 100 years old with facilities to suit timber floor boards which creaked every time i walked on them shared toilet  bathroom facilities no bar fridge or ceiling fan all this for 14000 also online facility said there were only 4 rooms left available i counted 67 at least not happy at all,friendly staff 1 young lady,1,"['Business trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1 Station Rd 4570 Gympie Australia,2024-09-04,5.6,Railway Hotel,New Zealand,didnt like leaving would have been keen to stay longer,clean comfortable and very secure rooms  staff were fantastic 10 out of 10 i will be back lock it in  also the locals in the bar were friendly helpful and generally top people,10,"['Leisure trip', 'Solo traveler', 'Single Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Gang Widuri No 2 Jl Babadan Munggu Kec Mengwi Bali 80351 Indonesia 80351 Munggu Indonesia,2024-09-20,9.3,Resoree Villa Pererenan,Indonesia,nothing,i loved the villas nicely laidout design spoton location and the wellmaintained pool the staff were friendly and the overall ambiance was perfect for relaxation,9,"['Business trip', 'Solo traveler', 'Deluxe Double Room with Shower', 'Stayed 2 nights']",0,0
1401 Dorra Bay Tower JBR Dubai14thFloor Dubai Marina Dubai United Arab Emirates,2025-02-20,7.2,3BHK Shared Bedroom ApartmentJBR Dubai,India,maintanance part was disappointing,location was good view from balcony was awesome room was clean but metro is not near by as it mentionedlocal tram station is about 750 meter away,8,"['Leisure trip', 'Couple', 'Double Room with Private Bathroom', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
1401 Dorra Bay Tower JBR Dubai14thFloor Dubai Marina Dubai United Arab Emirates,2025-01-22,7.2,3BHK Shared Bedroom ApartmentJBR Dubai,South Africa,booked to include free parking which it didnt the lost key penalty was some huge ridiculous oppressive amount which left me opting to rather leave my room open with the key inside it rather than risk the possibility of ever losing the key which can happen when least expected kitchen had no defined rules or mention of complementary coffee whilst it might have been but i didnt utilise it without knowledge thereof,host is helpful though wasnt present much location excellent good value for peak period prices,6,"['Leisure trip', 'Solo traveler', 'Standard Double Room with Shared Bathroom', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1401 Dorra Bay Tower JBR Dubai14thFloor Dubai Marina Dubai United Arab Emirates,2024-11-05,7.2,3BHK Shared Bedroom ApartmentJBR Dubai,United Arab Emirates,spacious,good view,10,"['Leisure trip', 'Travelers with friends', 'Three-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
1401 Dorra Bay Tower JBR Dubai14thFloor Dubai Marina Dubai United Arab Emirates,2024-09-22,7.2,3BHK Shared Bedroom ApartmentJBR Dubai,Italy,when we arrived there the apartment was not cleaned yet  the previous group of people left the apartment in a terrible status totally dirty with food bottle of beers and dirty forks dishes and bathrooms in bad conditions,location,3,"['Leisure trip', 'Group', 'Three-Bedroom Apartment', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Calle Dos Hermanas 11 BIS 24005 Len Spain,2025-04-19,9.1,Apartamentos 2H LIVING,Spain,nada,todo en general,9,"['Business trip', 'Family with young children', 'Standard Studio', 'Stayed 3 nights', 'Submitted from a mobile device']",1,0
Calle Dos Hermanas 11 BIS 24005 Len Spain,2024-10-20,9.1,Apartamentos 2H LIVING,Romania, there wasnt a single bad thing,everything exceptional,10,"['Business trip', 'Solo traveler', 'Standard Studio', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Calle Dos Hermanas 11 BIS 24005 Len Spain,2024-10-23,9.1,Apartamentos 2H LIVING,United States,the heather wasnt working,location,5,"['Leisure trip', 'Couple', 'Standard Studio', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
Calle Dos Hermanas 11 BIS 24005 Len Spain,2024-09-26,9.1,Apartamentos 2H LIVING,Portugal,the shower didnt work and the hand wash only gave hot water but i dont see it as something bad but rather something to be improved given that theyve only been open a short time,bed confort,7,"['Business trip', 'Solo traveler', 'Standard Studio', 'Stayed 1 night']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-04-17,6.4,Travel Inn Harvey,United States,i didnt like that the door was loose and gapped so it felt insecure the place is under remodeling at the moment so there is a lot of workers coming in and out i did see drug use on the property by tenants definitely not a place for family or a single females,i liked that it has a stove and a full size refrigerator,5,"['Leisure trip', 'Family with young children', 'Standard Double Room', 'Stayed 2 nights', 'Submitted from a mobile device']",1,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-04-04,6.4,Travel Inn Harvey,United States,it wasnt finished ,i like the upgrades to the facility,6,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",1,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-18,6.4,Travel Inn Harvey,United States,somewhat sketchy with the other residents heard gunshots nearby on the saturday night of our stay towels sucked,was close to places to eat and shop,7,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-02-28,6.4,Travel Inn Harvey,United States,they was renovating the facilities,they didnt have food or breakfasts,5,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 2 nights', 'Submitted from a mobile device']",0,1
2200 Westbank Expressway Harvey LA 70058 United States,2025-01-01,6.4,Travel Inn Harvey,United States,the t v in room 119 was not catching the channels,the staff was friendly people,7,"['Leisure trip', 'Family with young children', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2024-10-28,6.4,Travel Inn Harvey,United States,the area where the hotel is located is not very decent the bathroom is extremely small,it was close to the area i went to,6,"['Leisure trip', 'Family with young children', 'Standard Double Room', 'Stayed 1 night']",1,0
2200 Westbank Expressway Harvey LA 70058 United States,2024-10-15,6.4,Travel Inn Harvey,United States,no restaurant or coffee aviliable as advertised,the staff was very friendly the room was nice and clean,7,"['Leisure trip', 'Family with young children', 'Standard King Room', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2024-10-06,6.4,Travel Inn Harvey,United States,how slow the receptionist was,decent,7,"['Leisure trip', 'Solo traveler', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-04-21,6.4,Travel Inn Harvey,United States,no room service,quiet,8,"['Business trip', 'Group', 'Standard Double Room', 'Stayed 4 nights', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-04-03,6.4,Travel Inn Harvey,United States,clean the room  fresh towels every day,did not have breakfast there,2,"['Leisure trip', 'Family with young children', 'Standard Double Room', 'Stayed 5 nights']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-31,6.4,Travel Inn Harvey,United States,the beds were entirely too small booked a king and had to take a double room but bed felt like it was a full size,very nice and clean,8,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-20,6.4,Travel Inn Harvey,United States,the bathroom was very outdated with rusty shower rod housekeeper never came to pick up trash staff very stingy with towels,it was off the freeway,1,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-15,6.4,Travel Inn Harvey,United States,na,clean and updated,10,"['Business trip', 'Couple', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-07,6.4,Travel Inn Harvey,United States,outside appearance but rooms were good,rooms renovated,8,"['Business trip', 'Solo traveler', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-05,6.4,Travel Inn Harvey,United States,bring us towels and tissues,i didnt eat breakfast,1,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
2200 Westbank Expressway Harvey LA 70058 United States,2025-03-04,6.4,Travel Inn Harvey,United States,the toilet was used with pee in it they didnt have enough small rags for one night the blankets was small and thin and the bathroom was super small,they had fridges,4,"['Leisure trip', 'Couple', 'Standard King Room', 'Stayed 1 night', 'Submitted from a mobile device']",0,0
Calle la Tosca 38678 Callao Salvaje Spain,2024-09-15,4.5,Arcoiris Callao Salvaje Apartment,United Kingdom,shower need little bit work on it,its ok for few days,6,"['Leisure trip', 'Group', 'Two-Bedroom Apartment - Oceanfront', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Calle la Tosca 38678 Callao Salvaje Spain,2024-09-08,4.5,Arcoiris Callao Salvaje Apartment,United Kingdom,the property was dirty its supposed to be self catering but we could not use the kitchen due to ants crawling all over the side  also 3 cockroaches where found at the property you can see it has not been cleaned properley for a very long time it is very dirty and seedy thick layers of dust everywhere its also cramped with a lot of things in there the door handle fell off all of the doors are stiff its a very noisy area so didnt sleep well  there are no fans or air conditioning so very hard to sleep extremely unpleasant experience i would never go again,property is very hard to access due to it being a gated community you have to walk very far to get to and from the apartment,1,"['Leisure trip', 'Solo traveler', 'Two-Bedroom Apartment - Oceanfront', 'Stayed 5 nights', 'Submitted from a mobile device']",0,0
Applegate House Bull Brigg Lane Oakham LE15 8BL United Kingdom,2025-04-08,9.3,Waterside Retreat,United Kingdom,it was all great,friendly host on arrival excellent facilities and space in the property as well as the garden and location 5 mins walk from the water,10,"['Leisure trip', 'Family with young children', 'Four-Bedroom Holiday Home', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Applegate House Bull Brigg Lane Oakham LE15 8BL United Kingdom,2024-10-09,9.3,Waterside Retreat,United Kingdom,na,huge much bigger than the pictures show absolutely everything we could have needed for our stay super cosy and clean hosts were really helpful and accommodating,10,"['Business trip', 'Group', 'Four-Bedroom Holiday Home', 'Stayed 2 nights', 'Submitted from a mobile device']",0,
Applegate House Bull Brigg Lane Oakham LE15 8BL United Kingdom,2024-10-07,9.3,Waterside Retreat,United Kingdom,a bit of the clutter in the kitchen and trying to find certain items for cooking there is no toaster so use aga grill instead very noisy water pump when someone has a shower,very convenient location to rutland sailing club for international inclusive keelboat races the beds were very comfortable the lounge is spacious and comfy too,8,"['Business trip', 'Solo traveler', 'Four-Bedroom Holiday Home', 'Stayed 5 nights']",0,0
Rua Trindade Coelho 32 Unio de Freguesias do Centro 4050618 Porto Portugal,2025-02-24,9.4,Cardosas Block Luxury Apartment,United States,the shower temperature changed frequently between hot and cold and we couldnt figure out how to use the rain shower head there is a lot of construction in the area with some minor noise,the apartment was beautiful and spacious it felt like an authentic portugal experience,9,"['Leisure trip', 'Group', 'Three-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Rua Trindade Coelho 32 Unio de Freguesias do Centro 4050618 Porto Portugal,2024-12-24,9.4,Cardosas Block Luxury Apartment,Switzerland,nothing,modern apartments,8,"['Leisure trip', 'Group', 'Three-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
Rua Trindade Coelho 32 Unio de Freguesias do Centro 4050618 Porto Portugal,2024-10-24,9.4,Cardosas Block Luxury Apartment,Portugal,only suggestion i can make is it needs a full length mirror otherwise perfect,great location good communication very clean very comfortable pretty stylish place,10,"['Business trip', 'Solo traveler', 'Three-Bedroom Apartment', 'Stayed 3 nights']",0,0
Rua Trindade Coelho 32 Unio de Freguesias do Centro 4050618 Porto Portugal,2024-09-19,9.4,Cardosas Block Luxury Apartment,Germany,no complaints,great location and the unit was very clean and well appointed,10,"['Leisure trip', 'Group', 'Three-Bedroom Apartment', 'Stayed 3 nights', 'Submitted from a mobile device']",0,0
Boulevard Mohamed VI Prestigia Marrakech Village Apartment 10  first floor entrance 3 40000 Marrakesh Morocco,2025-01-27,9.6,Luxury Apartment in Marrakech,United Kingdom,some lights not working poor quality toilet tissue,self catering facilities to store food and make tea etc were first class good views from the balcony plenty of really hot water,9,"['Leisure trip', 'Couple', 'Two-Bedroom Apartment', 'Stayed 10 nights']",0,0
Boulevard Mohamed VI Prestigia Marrakech Village Apartment 10  first floor entrance 3 40000 Marrakesh Morocco,2024-11-02,9.6,Luxury Apartment in Marrakech,United Kingdom,it was an ideal location for us as we had a car to get about if you dont have a car you would need to think about transportation options as there is not much in a walkable distance,very spacious and comfortable clean with great facilities mohammed who looked after us during our stay couldnt have been more helpful  always quick and helpful in his responses to our messages appreciated the super comfy sofa fast wifi and internet tv great to find somewhere with parking supermarket and some cafs on site limited offering but ok for a short stay great value,10,"['Family with young children', 'Two-Bedroom Apartment', 'Stayed 2 nights', 'Submitted from a mobile device']",0,0
